Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi
4296,"[18, 35, 10749, 10751]",76795,en,The Perfect Man,0.655,2011-06-28,The Perfect Man,8.0,2,14,"Jun 17, 2005",The Perfect Man,10000000.0,16535005.0,19535005.0,9535005,195.35005
4331,"[10402, 35, 14]",313903,en,The Magic Flute,0.647,2006-12-30,The Magic Flute,9.0,2,18,"Dec 31, 2006",The Magic Flute,27000000.0,0.0,0.0,-27000000,0.0
25025,"[14, 35, 10402, 10749]",44864,sv,Trollflöjten,3.208,1975-11-11,The Magic Flute,7.1,28,18,"Dec 31, 2006",The Magic Flute,27000000.0,0.0,0.0,-27000000,0.0
4379,[16],467930,en,Tadpole,0.625,2011-07-25,Tadpole,5.0,1,58,"Jul 19, 2002",Tadpole,150000.0,2891288.0,3270128.0,3120128,2180.0853333333334
4437,"[35, 18]",455240,en,Nerve,0.6,2011-12-07,Nerve,10.0,1,43,"Jul 27, 2016",Nerve,20000000.0,38583626.0,70652284.0,50652284,353.26142
17464,"[9648, 12, 80]",328387,en,Nerve,14.508,2016-07-27,Nerve,7.1,4590,43,"Jul 27, 2016",Nerve,20000000.0,38583626.0,70652284.0,50652284,353.26142
4501,"[28, 80, 27, 53]",407874,en,Burn,0.6,2011-01-01,Burn,9.0,1,10,"Jul 20, 2012",Burn,225000.0,1109276.0,1109276.0,884276,493.0115555555555
6110,[99],139948,en,Burn,1.9580000000000002,2012-11-01,Burn,7.1,14,10,"Jul 20, 2012",Burn,225000.0,1109276.0,1109276.0,884276,493.0115555555555
4594,[16],80589,en,Jingle All the Way,0.6,2011-11-25,Jingle All The Way,8.0,1,83,"Nov 22, 1996",Jingle All The Way,60000000.0,60592389.0,129832389.0,69832389,216.387315
4618,[],135478,en,Plush,0.6,2011-10-31,Plush,7.5,1,73,"Sep 13, 2013",Plush,2000000.0,3080.0,28864.0,-1971136,1.4432
8315,[53],215881,en,Plush,6.09,2013-09-13,Plush,5.7,64,73,"Sep 13, 2013",Plush,2000000.0,3080.0,28864.0,-1971136,1.4432
4637,[18],439129,hu,Vakáció,0.6,2011-04-10,Vacation,7.0,1,28,"Jul 29, 2015",Vacation,31000000.0,58884188.0,102306500.0,71306500,330.0209677419355
14247,[35],296099,en,Vacation,14.227,2015-07-29,Vacation,6.2,1934,28,"Jul 29, 2015",Vacation,31000000.0,58884188.0,102306500.0,71306500,330.0209677419355
4692,"[28, 80, 18, 53]",72003,en,The Dark Knight,0.6,2011-07-11,The Dark Knight,6.6,5,75,"Jul 18, 2008",The Dark Knight,185000000.0,533720947.0,1001996207.0,816996207,541.6195713513513
4750,"[18, 10751]",329677,xx,The D Train,0.6,2011-01-01,The D Train,6.0,2,34,"May 8, 2015",The D Train,3000000.0,669688.0,772366.0,-2227634,25.74553333333333
14614,"[18, 35]",308638,en,The D Train,6.465,2015-05-08,The D Train,4.6,125,34,"May 8, 2015",The D Train,3000000.0,669688.0,772366.0,-2227634,25.74553333333333
4774,[18],232036,en,The Pledge,0.6,2011-08-01,The Pledge,6.0,1,7,"Jan 19, 2001",The Pledge,45000000.0,19719930.0,29406132.0,-15593868,65.34696
4837,[18],44120,en,The Boy Next Door,0.6,2008-11-14,The Boy Next Door,5.7,6,81,"Jan 23, 2015",The Boy Next Door,4000000.0,36006065.0,53401938.0,49401938,1335.04845
14531,[53],241251,en,The Boy Next Door,7.062,2015-01-23,The Boy Next Door,4.4,1382,81,"Jan 23, 2015",The Boy Next Door,4000000.0,36006065.0,53401938.0,49401938,1335.04845
4921,[],298460,en,The Looking Glass,0.6,2011-01-01,The Looking Glass,5.0,1,58,"Oct 23, 2015",The Looking Glass,300000.0,1711.0,1711.0,-298289,0.5703333333333334
16901,[],365052,en,The Looking Glass,0.6,2015-10-23,The Looking Glass,6.5,2,58,"Oct 23, 2015",The Looking Glass,300000.0,1711.0,1711.0,-298289,0.5703333333333334
4985,"[35, 10749]",60019,en,Kiss the Bride,0.6,2011-01-02,Kiss The Bride,5.0,1,58,"Apr 18, 2008",Kiss The Bride,500000.0,32033.0,32033.0,-467967,6.4066
5016,[],70871,en,Paranoia,0.6,2011-06-07,Paranoia,4.5,2,19,"Aug 16, 2013",Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175
8144,"[18, 53]",115348,en,Paranoia,7.6739999999999995,2013-08-16,Paranoia,5.7,518,19,"Aug 16, 2013",Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175
19897,"[53, 27]",398002,en,Paranoia,0.6,2016-05-24,Paranoia,10.0,1,19,"Aug 16, 2013",Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175
5070,"[9648, 27]",288250,en,Sinister,0.6,2011-05-03,Sinister,3.8,8,69,"Oct 12, 2012",Sinister,3000000.0,48086903.0,87727807.0,84727807,2924.2602333333334
5250,"[27, 53, 9648]",82507,en,Sinister,13.117,2012-10-12,Sinister,6.8,2935,69,"Oct 12, 2012",Sinister,3000000.0,48086903.0,87727807.0,84727807,2924.2602333333334
5149,[],295180,en,Snitch,0.6,2011-01-01,Snitch,1.0,1,26,"Feb 22, 2013",Snitch,15000000.0,42930462.0,57907734.0,42907734,386.05156
7908,"[53, 18]",134411,en,Snitch,16.673,2013-02-22,Snitch,5.9,1493,26,"Feb 22, 2013",Snitch,15000000.0,42930462.0,57907734.0,42907734,386.05156
5179,"[878, 28, 12]",24428,en,The Avengers,50.288999999999994,2012-05-04,The Avengers,7.6,19673,27,"May 4, 2012",The Avengers,225000000.0,623279547.0,1517935897.0,1292935897,674.6381764444444
5180,"[12, 14, 28]",49051,en,The Hobbit: An Unexpected Journey,26.939,2012-12-14,The Hobbit: An Unexpected Journey,7.2,12076,19,"Dec 14, 2012",The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,767003568,406.80142720000003
5181,"[10749, 10751, 16, 14]",10020,en,Beauty and the Beast,26.701,2012-01-13,Beauty And The Beast,7.7,5730,35,"Mar 17, 2017",Beauty And The Beast,160000000.0,504014165.0,1259199706.0,1099199706,786.99981625
11370,"[14, 10749]",197796,fr,La Belle et la Bête,7.3629999999999995,2014-06-09,Beauty And The Beast,5.9,1272,35,"Mar 17, 2017",Beauty And The Beast,160000000.0,504014165.0,1259199706.0,1099199706,786.99981625
20627,"[10751, 14, 10749]",321612,en,Beauty and the Beast,31.793000000000003,2017-03-17,Beauty And The Beast,6.9,11023,35,"Mar 17, 2017",Beauty And The Beast,160000000.0,504014165.0,1259199706.0,1099199706,786.99981625
5182,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,26.22,2012-07-20,The Dark Knight Rises,7.7,13933,11,"Jul 20, 2012",The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,809439099,394.3414905454545
5183,"[28, 35, 878]",41154,en,Men in Black 3,26.176,2012-05-25,Men In Black 3,6.4,6398,35,"May 25, 2012",Men In Black 3,215000000.0,179020854.0,654213485.0,439213485,304.2853418604651
5184,"[878, 12, 9648]",70981,en,Prometheus,24.98,2012-06-08,Prometheus,6.4,7384,75,"Jun 8, 2012",Prometheus,125000000.0,126477084.0,402448265.0,277448265,321.958612
5185,"[35, 10749]",2105,en,American Pie,24.491,1999-07-09,American Pie,6.4,4316,44,"Jul 9, 1999",American Pie,12000000.0,101800948.0,234723148.0,222723148,1956.0262333333335
5186,"[28, 12, 14]",1930,en,The Amazing Spider-Man,24.391,2012-07-04,The Amazing Spider-Man,6.5,10411,31,"Jul 3, 2012",The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,537890267,344.4955759090909
5187,"[10751, 16, 35, 12]",82690,en,Wreck-It Ralph,22.967,2012-11-02,Wreck-It Ralph,7.3,7780,31,"Nov 2, 2012",Wreck-It Ralph,165000000.0,189412677.0,496511521.0,331511521,300.9160733333333
5188,"[53, 28, 12, 878]",44833,en,Battleship,21.741999999999997,2012-05-18,Battleship,5.6,3240,32,"May 18, 2012",Battleship,220000000.0,65233400.0,313477717.0,93477717,142.48987136363635
5189,"[18, 37]",68718,en,Django Unchained,21.26,2012-12-25,Django Unchained,8.0,15725,69,"Dec 25, 2012",Django Unchained,100000000.0,162805434.0,449948323.0,349948323,449.948323
5190,"[12, 14, 18]",58595,en,Snow White and the Huntsman,21.233,2012-06-01,Snow White And The Huntsman,5.9,5258,19,"Jun 1, 2012",Snow White And The Huntsman,170000000.0,155136755.0,401021746.0,231021746,235.89514470588236
5193,"[28, 12, 53]",37724,en,Skyfall,19.27,2012-11-09,Skyfall,7.1,10441,52,"Nov 8, 2012",Skyfall,200000000.0,304360277.0,1110526981.0,910526981,555.2634905
5196,"[16, 10751, 35]",80321,en,Madagascar 3: Europe's Most Wanted,18.705,2012-06-08,Madagascar 3: Europe'S Most Wanted,6.5,3380,97,"Jun 8, 2012",Madagascar 3: Europe'S Most Wanted,145000000.0,216391482.0,746921271.0,601921271,515.1181179310345
5197,"[28, 12, 878]",49529,en,John Carter,18.549,2012-03-09,John Carter,6.1,3338,14,"Mar 9, 2012",John Carter,275000000.0,73058679.0,282778100.0,7778100,102.8284
5198,"[80, 18, 53, 28]",75780,en,Jack Reacher,18.312,2012-12-21,Jack Reacher,6.4,4155,68,"Dec 21, 2012",Jack Reacher,60000000.0,80070736.0,217370736.0,157370736,362.28456
5200,"[28, 53]",49040,en,The Bourne Legacy,18.05,2012-08-10,The Bourne Legacy,6.1,3630,76,"Aug 10, 2012",The Bourne Legacy,125000000.0,113203870.0,280355920.0,155355920,224.28473599999998
5201,"[18, 80]",311,en,Once Upon a Time in America,17.717,1984-06-01,Once Upon A Time In America,8.4,2243,89,"Jun 1, 1984",Once Upon A Time In America,30000000.0,5321508.0,5575648.0,-24424352,18.585493333333332
5202,"[16, 35, 12, 10751]",57800,en,Ice Age: Continental Drift,17.537,2012-07-13,Ice Age: Continental Drift,6.3,4598,14,"Jul 13, 2012",Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,784765137,926.068565263158
5203,"[28, 878, 12, 53]",64635,en,Total Recall,17.243,2012-08-03,Total Recall,5.9,3486,79,"Aug 3, 2012",Total Recall,125000000.0,58877969.0,211856088.0,86856088,169.4848704
5204,"[28, 12, 53]",76163,en,The Expendables 2,17.215999999999998,2012-08-17,The Expendables 2,6.2,4219,81,"Aug 17, 2012",The Expendables 2,100000000.0,85028192.0,311979256.0,211979256,311.979256
5205,[35],71552,en,American Reunion,17.199,2012-04-06,American Reunion,6.2,2679,26,"Apr 6, 2012",American Reunion,50000000.0,56758835.0,236799211.0,186799211,473.59842199999997
5206,"[27, 28]",36647,en,Blade,17.175,1998-08-21,Blade,6.6,3137,71,"Aug 21, 1998",Blade,45000000.0,70141876.0,131237688.0,86237688,291.63930666666664
5207,"[28, 53, 878]",59967,en,Looper,16.779,2012-09-28,Looper,6.8,6723,69,"Sep 28, 2012",Looper,30000000.0,66486205.0,170466405.0,140466405,568.2213499999999
5209,"[28, 80, 53]",82675,en,Taken 2,16.078,2012-10-04,Taken 2,6.2,4035,54,"Oct 5, 2012",Taken 2,45000000.0,139854287.0,377807404.0,332807404,839.5720088888888
5212,"[18, 53]",68734,en,Argo,15.793,2012-10-12,Argo,7.2,5127,27,"Oct 12, 2012",Argo,44500000.0,136025503.0,227140757.0,182640757,510.42866741573033
5213,"[35, 14]",62213,en,Dark Shadows,15.75,2012-05-11,Dark Shadows,5.9,4197,89,"May 11, 2012",Dark Shadows,150000000.0,79727149.0,238202668.0,88202668,158.80177866666668
5215,"[28, 80, 53]",72387,en,Safe,15.622,2012-04-16,Safe,6.3,1248,78,"Apr 27, 2012",Safe,33000000.0,17142080.0,41495213.0,8495213,125.74306969696968
5217,[28],97430,en,The Man with the Iron Fists,15.457,2012-11-02,The Man With The Iron Fists,5.3,573,79,"Nov 2, 2012",The Man With The Iron Fists,15000000.0,15634090.0,22018988.0,7018988,146.79325333333333
5218,"[18, 35, 10749]",82693,en,Silver Linings Playbook,15.350999999999999,2012-12-25,Silver Linings Playbook,7.1,7636,59,"Nov 16, 2012",Silver Linings Playbook,21000000.0,132092958.0,236412453.0,215412453,1125.7735857142857
5220,"[16, 35, 10751, 14]",76492,en,Hotel Transylvania,15.318,2012-09-28,Hotel Transylvania,6.9,5013,96,"Sep 28, 2012",Hotel Transylvania,85000000.0,148313048.0,378505812.0,293505812,445.3009552941176
5222,[18],84892,en,The Perks of Being a Wallflower,15.148,2012-09-21,The Perks Of Being A Wallflower,7.8,5938,77,"Sep 21, 2012",The Perks Of Being A Wallflower,13000000.0,17742948.0,33069303.0,20069303,254.37925384615383
5223,"[12, 18, 28]",87827,en,Life of Pi,15.0,2012-11-21,Life Of Pi,7.3,8723,88,"Nov 21, 2012",Life Of Pi,120000000.0,124987022.0,620912003.0,500912003,517.4266691666667
5224,"[14, 12, 28]",57165,en,Wrath of the Titans,14.991,2012-03-29,Wrath Of The Titans,5.6,2442,87,"Mar 30, 2012",Wrath Of The Titans,150000000.0,83670083.0,305270083.0,155270083,203.51338866666669
5225,"[16, 10751, 14]",81188,en,Rise of the Guardians,14.934000000000001,2012-11-21,Rise Of The Guardians,7.3,3697,2,"Nov 21, 2012",Rise Of The Guardians,145000000.0,103412758.0,306900902.0,161900902,211.6557944827586
5226,"[28, 35, 80]",64688,en,21 Jump Street,14.835999999999999,2012-03-12,21 Jump Street,6.8,6527,44,"Mar 16, 2012",21 Jump Street,42000000.0,138447667.0,202812429.0,160812429,482.88673571428575
5227,"[18, 878]",83542,en,Cloud Atlas,14.681,2012-10-26,Cloud Atlas,6.8,4505,63,"Oct 26, 2012",Cloud Atlas,102000000.0,27108272.0,130673154.0,28673154,128.11093529411767
5228,"[53, 18]",80278,en,Lo imposible,14.66,2012-12-04,The Impossible,7.2,3614,100,"Dec 21, 2012",The Impossible,40000000.0,19019882.0,169590606.0,129590606,423.976515
5229,"[27, 53]",93856,en,Chernobyl Diaries,14.658,2012-05-25,Chernobyl Diaries,5.0,842,18,"May 25, 2012",Chernobyl Diaries,1000000.0,18119640.0,42411721.0,41411721,4241.1721
5230,"[16, 35, 10751]",62214,en,Frankenweenie,14.627,2012-10-05,Frankenweenie,6.8,1685,48,"Oct 5, 2012",Frankenweenie,39000000.0,35287788.0,81150788.0,42150788,208.07894358974357
5231,"[35, 14]",72105,en,Ted,14.475,2012-06-29,Ted,6.3,7727,84,"Jun 29, 2012",Ted,50000000.0,218665740.0,556016627.0,506016627,1112.033254
5232,"[12, 28, 878]",72545,en,Journey 2: The Mysterious Island,14.454,2012-02-10,Journey 2: The Mysterious Island,5.9,2152,10,"Feb 10, 2012",Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,239146162,402.71666075949366
5234,"[53, 18, 36]",97630,en,Zero Dark Thirty,14.239,2012-12-19,Zero Dark Thirty,6.9,2553,66,"Dec 19, 2012",Zero Dark Thirty,52500000.0,95720716.0,134612435.0,82112435,256.4046380952381
5235,"[878, 12, 14]",70160,en,The Hunger Games,14.212,2012-03-23,The Hunger Games,7.1,14587,38,"Mar 23, 2012",The Hunger Games,80000000.0,408010692.0,677923379.0,597923379,847.40422375
5236,"[35, 18, 10749]",83666,en,Moonrise Kingdom,14.085999999999999,2012-05-25,Moonrise Kingdom,7.7,3023,33,"May 25, 2012",Moonrise Kingdom,16000000.0,45512466.0,68848446.0,52848446,430.30278749999997
5237,"[10752, 28, 53, 878]",60747,en,Red Dawn,13.904000000000002,2012-11-21,Red Dawn,5.4,849,1,"Nov 21, 2012",Red Dawn,65000000.0,44806783.0,48164150.0,-16835850,74.0986923076923
5239,"[35, 10402, 10749]",114150,en,Pitch Perfect,13.886,2012-09-28,Pitch Perfect,7.3,4233,75,"Sep 28, 2012",Pitch Perfect,17000000.0,65001093.0,116044347.0,99044347,682.613805882353
5240,"[80, 18, 53]",73567,en,Killer Joe,13.742,2012-07-27,Killer Joe,6.5,703,90,"Jul 27, 2012",Killer Joe,10000000.0,1291645.0,4659110.0,-5340890,46.591100000000004
5241,"[18, 35]",77930,en,Magic Mike,13.7,2012-06-29,Magic Mike,6.1,1850,88,"Jun 29, 2012",Magic Mike,7000000.0,113721571.0,170549753.0,163549753,2436.4250428571427
5242,"[53, 27, 9648]",61012,en,Silent Hill: Revelation 3D,13.681,2012-10-26,Silent Hill: Revelation 3D,5.2,786,5,"Oct 26, 2012",Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0,35975672,279.87836000000004
5244,"[10751, 16, 12, 35]",77174,en,ParaNorman,13.32,2012-08-17,Paranorman,6.8,1358,89,"Aug 17, 2012",Paranorman,60000000.0,56003051.0,108119662.0,48119662,180.19943666666666
5245,"[14, 28, 27]",52520,en,Underworld: Awakening,13.242,2012-01-19,Underworld: Awakening,6.2,2588,19,"Jan 20, 2012",Underworld: Awakening,70000000.0,62321039.0,160379930.0,90379930,229.11418571428572
5246,"[28, 878]",49049,en,Dredd,13.222999999999999,2012-09-21,Dredd,6.7,2788,15,"Sep 21, 2012",Dredd,45000000.0,13414714.0,41467606.0,-3532394,92.15023555555555
5247,"[12, 35, 18, 10751, 14]",62764,en,Mirror Mirror,13.220999999999998,2012-03-30,Mirror Mirror,5.8,2099,7,"Mar 30, 2012",Mirror Mirror,85000000.0,64935167.0,173613482.0,88613482,204.25115529411767
5248,"[80, 18, 53]",77016,en,End of Watch,13.152000000000001,2012-09-21,End Of Watch,7.3,1770,29,"Sep 21, 2012",End Of Watch,15000000.0,41003371.0,57586606.0,42586606,383.91070666666667
5249,"[18, 10749]",77877,en,The Lucky One,13.14,2012-04-20,The Lucky One,6.9,2012,87,"Apr 20, 2012",The Lucky One,25000000.0,60457138.0,96633833.0,71633833,386.535332
5251,"[28, 53]",59961,en,Safe House,13.116,2012-02-10,Safe House,6.4,1997,99,"Feb 10, 2012",Safe House,85000000.0,126181630.0,208542162.0,123542162,245.34372000000002
5252,"[18, 10749]",72570,en,The Vow,13.046,2012-02-10,The Vow,7.1,2409,42,"Feb 10, 2012",The Vow,30000000.0,125014030.0,197618160.0,167618160,658.7271999999999
5255,[18],68722,en,The Master,12.829,2012-09-14,The Master,7.1,1323,87,"Sep 14, 2012",The Master,37500000.0,16247159.0,50647416.0,13147416,135.059776
17235,"[36, 28]",361501,zh,師父,0.6,2015-02-24,The Master,4.0,1,87,"Sep 14, 2012",The Master,37500000.0,16247159.0,50647416.0,13147416,135.059776
5256,[35],87428,en,That's My Boy,12.817,2012-06-15,That'S My Boy,5.5,831,71,"Jun 15, 2012",That'S My Boy,57500000.0,36931089.0,58085235.0,585235,101.01780000000001
5257,"[18, 27, 53]",65086,en,The Woman in Black,12.780999999999999,2012-02-03,The Woman In Black,6.1,2122,18,"Feb 3, 2012",The Woman In Black,15000000.0,54333290.0,128955898.0,113955898,859.7059866666667
5258,"[36, 18]",72976,en,Lincoln,12.693,2012-11-16,Lincoln,6.8,2261,73,"Nov 9, 2012",Lincoln,65000000.0,182207973.0,273346281.0,208346281,420.53274
5260,[35],76493,en,The Dictator,12.592,2012-05-16,The Dictator,6.0,3042,96,"May 16, 2012",The Dictator,65000000.0,59650222.0,180148897.0,115148897,277.1521492307692
5261,"[878, 18, 53]",76726,en,Chronicle,12.556,2012-02-02,Chronicle,6.7,3084,55,"Feb 3, 2012",Chronicle,12000000.0,64575175.0,123681790.0,111681790,1030.6815833333333
5262,"[28, 14, 27]",72331,en,Abraham Lincoln: Vampire Hunter,12.498,2012-06-22,Abraham Lincoln: Vampire Hunter,5.6,2009,65,"Jun 22, 2012",Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,69989730,203.68848888888888
5263,"[80, 28, 53]",49526,en,Premium Rush,12.484000000000002,2012-08-24,Premium Rush,6.2,1244,10,"Aug 24, 2012",Premium Rush,35000000.0,20275446.0,31393201.0,-3606799,89.69486
5264,"[18, 35, 10749]",80271,en,LOL,12.43,2012-05-04,Lol,6.1,1810,14,"May 4, 2012",Lol,11000000.0,0.0,10431506.0,-568494,94.83187272727272
5265,"[53, 28, 18, 80]",77866,en,Contraband,12.357000000000001,2012-01-13,Contraband,6.2,1114,85,"Jan 13, 2012",Contraband,25000000.0,66528000.0,98406855.0,73406855,393.62742000000003
5266,"[10749, 35, 18]",76494,en,What to Expect When You're Expecting,12.27,2012-05-18,What To Expect When You'Re Expecting,5.9,1130,86,"May 18, 2012",What To Expect When You'Re Expecting,37500000.0,41152203.0,88473016.0,50973016,235.92804266666664
5267,"[28, 53, 10752]",75674,en,Act of Valor,12.197000000000001,2012-02-24,Act Of Valor,6.3,583,52,"Feb 24, 2012",Act Of Valor,12000000.0,70012847.0,82497035.0,70497035,687.4752916666667
5268,"[80, 18]",82633,en,Lawless,12.147,2012-08-29,Lawless,7.0,1660,38,"Aug 29, 2012",Lawless,26000000.0,37397291.0,54393687.0,28393687,209.20648846153847
5269,"[18, 53]",60599,en,Arbitrage,12.14,2012-09-14,Arbitrage,6.2,459,9,"Sep 14, 2012",Arbitrage,12000000.0,7919574.0,35830713.0,23830713,298.589275
5271,"[28, 35, 10749]",59962,en,This Means War,12.017000000000001,2012-02-17,This Means War,6.0,2096,98,"Feb 17, 2012",This Means War,65000000.0,54760791.0,156974557.0,91974557,241.49931846153848
5275,[18],87502,en,Flight,11.692,2012-11-02,Flight,6.7,3582,23,"Nov 2, 2012",Flight,31000000.0,93772375.0,160558438.0,129558438,517.9304451612903
5278,"[35, 18, 10402, 10749]",80585,en,Rock of Ages,11.369000000000002,2012-06-15,Rock Of Ages,6.1,686,29,"Jun 15, 2012",Rock Of Ages,70000000.0,38518613.0,61031932.0,-8968068,87.18847428571429
5279,"[35, 10751]",82650,en,Diary of a Wimpy Kid: Dog Days,11.36,2012-08-03,Diary Of A Wimpy Kid: Dog Days,6.2,440,17,"Aug 3, 2012",Diary Of A Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,55229695,351.0440681818182
5281,"[80, 53]",64689,en,Killing Them Softly,11.298,2012-11-30,Killing Them Softly,6.0,1105,82,"Nov 30, 2012",Killing Them Softly,15000000.0,14945541.0,39238443.0,24238443,261.58961999999997
5282,"[28, 53, 878]",81796,en,Lockout,11.273,2012-04-13,Lockout,5.9,1004,22,"Apr 13, 2012",Lockout,20000000.0,14326865.0,33943049.0,13943049,169.71524499999998
5283,"[28, 53, 80]",49527,en,Man on a Ledge,11.263,2012-01-27,Man On A Ledge,6.3,1460,64,"Jan 27, 2012",Man On A Ledge,42000000.0,18620000.0,49621440.0,7621440,118.14628571428571
5284,"[18, 35, 10749]",84199,en,The First Time,11.25,2012-10-19,The First Time,7.0,1426,67,"Oct 19, 2012",The First Time,2000000.0,17061.0,17061.0,-1982939,0.85305
5285,"[53, 80, 18]",68812,en,The Iceman,11.248,2012-09-01,The Iceman,6.5,562,81,"May 3, 2013",The Iceman,10000000.0,1930282.0,3623609.0,-6376391,36.23609
5288,"[35, 80]",86838,en,Seven Psychopaths,10.967,2012-10-12,Seven Psychopaths,6.8,2109,36,"Oct 12, 2012",Seven Psychopaths,13500000.0,15024049.0,33035736.0,19535736,244.70915555555558
5290,"[10402, 18, 10749]",85446,en,Step Up Revolution,10.925,2012-07-27,Step Up Revolution,6.8,1252,74,"Jul 27, 2012",Step Up Revolution,33000000.0,35074677.0,165552290.0,132552290,501.67360606060606
5291,"[28, 18, 53, 10752]",8007,en,Behind Enemy Lines,10.886,2001-11-30,Behind Enemy Lines,6.1,705,24,"Nov 30, 2001",Behind Enemy Lines,40000000.0,58855732.0,58855732.0,18855732,147.13933
5292,"[10749, 35]",72207,en,The Five-Year Engagement,10.729000000000001,2012-04-27,The Five-Year Engagement,5.8,742,37,"Apr 27, 2012",The Five-Year Engagement,30000000.0,28700285.0,61623819.0,31623819,205.41273
5293,"[18, 10749]",86837,fr,Amour,10.705,2012-12-19,Amour,7.7,746,51,"Dec 19, 2012",Amour,9700000.0,6738954.0,36787044.0,27087044,379.24787628865977
5298,[35],77953,en,The Campaign,10.265999999999998,2012-08-10,The Campaign,5.7,982,18,"Aug 10, 2012",The Campaign,95000000.0,86907746.0,104907746.0,9907746,110.42920631578947
5299,"[28, 35]",87826,en,Here Comes the Boom,10.265,2012-10-12,Here Comes The Boom,6.0,812,52,"Oct 12, 2012",Here Comes The Boom,42000000.0,45290318.0,73239258.0,31239258,174.3791857142857
5300,"[18, 28, 12, 36, 10752]",72431,en,Red Tails,10.247,2012-01-11,Red Tails,6.0,256,61,"Jan 20, 2012",Red Tails,58000000.0,49876377.0,50365498.0,-7634502,86.83706551724137
5301,"[28, 35, 878]",80035,en,The Watch,10.228,2012-07-27,The Watch,5.4,1356,27,"Jul 27, 2012",The Watch,55000000.0,34353000.0,67130045.0,12130045,122.05462727272727
