,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
411,This Is Where I Leave You,"Comedy,Drama",6.6,65202,Comedy,Drama,,Shawn Levy,"producer,director,actor",57,This Is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320,206.4816,2014-09-19
412,The Kid,Drama,6.9,1206,Drama,,,Nick Moran,"actor,producer,writer",94,The Kid,65000000.0,69688384.0,69688384.0,4688384,107.21289846153846,2010-10-31
413,The Kid,"Comedy,Drama,Family",6.4,16,Comedy,Drama,Family,David Scott Heck,"actor,director,writer",94,The Kid,65000000.0,69688384.0,69688384.0,4688384,107.21289846153846,2010-10-31
414,Coriolanus,"Drama,Thriller,War",6.1,29654,Drama,Thriller,War,Ralph Fiennes,"actor,director,soundtrack",99,Coriolanus,10000000.0,749641.0,2179623.0,-7820377,21.79623,2012-01-19
415,The Awakening,"Horror,Thriller",2.4,141,Horror,Thriller,,Vince Rotonda,"producer,miscellaneous,production_manager",4,The Awakening,4900000.0,95933.0,6924321.0,2024321,141.31267346938776,2010-10-29
417,The Awakening,"Horror,Thriller",6.5,60215,Horror,Thriller,,Nick Murphy,"director,producer,actor",4,The Awakening,4900000.0,95933.0,6924321.0,2024321,141.31267346938776,2010-10-29
419,Upside Down,"Drama,Fantasy,Romance",6.4,66347,Drama,Fantasy,Romance,Juan Solanas,"director,writer,cinematographer",4,Upside Down,50000000.0,102118.0,26387039.0,-23612961,52.774078,2013-03-14
420,Upside Down,Drama,6.6,45,Drama,,,Ajay Singh,"assistant_director,director,writer",4,Upside Down,50000000.0,102118.0,26387039.0,-23612961,52.774078,2013-03-14
421,Inception,"Action,Adventure,Sci-Fi",8.8,1841066,Action,Adventure,Sci-Fi,Christopher Nolan,"writer,producer,director",38,Inception,160000000.0,292576195.0,835524642.0,675524642,522.20290125,2010-07-16
422,Grown Ups,Comedy,6.0,210377,Comedy,,,Dennis Dugan,"actor,director,producer",34,Grown Ups,75000000.0,162001186.0,272223430.0,197223430,362.9645733333333,2010-06-24
423,The Adjustment Bureau,"Romance,Sci-Fi,Thriller",7.1,227616,Romance,Sci-Fi,Thriller,George Nolfi,"writer,producer,director",81,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,76731325,252.85124501992033,2011-03-04
424,Cop Out,"Action,Comedy,Crime",5.6,81656,Action,Comedy,Crime,Kevin Smith,"producer,writer,actor",99,Cop Out,37000000.0,44875481.0,55909910.0,18909910,151.10786486486487,2010-02-26
425,The Other Guys,"Action,Comedy,Crime",6.7,221664,Action,Comedy,Crime,Adam Mckay,"producer,writer,director",74,The Other Guys,100000000.0,119219978.0,170936470.0,70936470,170.93647,2010-08-06
426,Suicide Squad,"Action,Adventure,Fantasy",6.0,533039,Action,Adventure,Fantasy,David Ayer,"writer,director,producer",100,Suicide Squad,175000000.0,325100054.0,746059887.0,571059887,426.31993542857145,2016-08-05
427,Total Recall,"Action,Adventure,Mystery",6.3,228460,Action,Adventure,Mystery,Len Wiseman,"producer,writer,director",79,Total Recall,125000000.0,58877969.0,211856088.0,86856088,169.4848704,2012-08-03
428,Downsizing,"Drama,Sci-Fi",5.7,74815,Drama,Sci-Fi,,Alexander Payne,"producer,director,writer",62,Downsizing,68000000.0,24449754.0,54462971.0,-13537029,80.0926044117647,2017-12-22
430,The Hunger Games,"Action,Adventure,Sci-Fi",7.2,795227,Action,Adventure,Sci-Fi,Gary Ross,"writer,producer,director",38,The Hunger Games,80000000.0,408010692.0,677923379.0,597923379,847.40422375,2012-03-23
431,Marmaduke,"Comedy,Family",4.2,13283,Comedy,Family,,Tom Dey,"director,producer,executive",59,Marmaduke,50000000.0,33644788.0,89895930.0,39895930,179.79186,2010-06-04
432,Prisoners,"Crime,Drama,Mystery",8.1,526273,Crime,Drama,Mystery,Denis Villeneuve,"director,writer,editor",48,Prisoners,46000000.0,61002302.0,113402302.0,67402302,246.5267434782609,2013-09-21
433,It,"Horror,Thriller",7.4,359123,Horror,Thriller,,Andy Muschietti,"director,writer,producer",24,It,35000000.0,327481748.0,697457969.0,662457969,1992.7370542857143,2017-09-08
435,It,"Crime,Drama,Mystery",5.4,13373,Crime,Drama,Mystery,John Moore,"director,camera_department,producer",24,It,35000000.0,327481748.0,697457969.0,662457969,1992.7370542857143,2017-09-08
437,Taken 2,"Action,Thriller",6.3,273106,Action,Thriller,,Olivier Megaton,"director,writer,assistant_director",54,Taken 2,45000000.0,139854287.0,377807404.0,332807404,839.5720088888888,2012-10-04
438,Straight Outta Compton,"Biography,Drama,History",7.9,165307,Biography,Drama,History,F. Gary Gray,"director,actor,producer",35,Straight Outta Compton,28000000.0,161197785.0,202182981.0,174182981,722.0820749999999,2015-08-14
440,Unknown,"Action,Mystery,Thriller",6.9,235167,Action,Mystery,Thriller,Jaume Collet-Serra,"director,producer",21,Unknown,40000000.0,63686397.0,136123083.0,96123083,340.3077075,2011-02-18
441,Unknown,Drama,6.9,14,Drama,,,Pouran Esrafily,"actress,producer,director",21,Unknown,40000000.0,63686397.0,136123083.0,96123083,340.3077075,2011-02-18
442,Happy Feet Two,"Adventure,Animation,Comedy",5.9,38396,Adventure,Animation,Comedy,George Miller,"producer,writer,director",33,Happy Feet Two,135000000.0,64006466.0,157956466.0,22956466,117.00478962962964,2011-11-17
443,Hesher,"Comedy,Crime,Drama",7.0,48483,Comedy,Crime,Drama,Spencer Susser,"editor,director,writer",54,Hesher,7000000.0,382946.0,382946.0,-6617054,5.470657142857143,2010-01-22
444,Wolves,"Action,Fantasy,Horror",5.3,7312,Action,Fantasy,Horror,David Hayter,"actor,writer,producer",51,Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666,2014-11-14
447,Wolves,"Drama,Sport",5.6,884,Drama,Sport,,Bart Freundlich,"director,writer,producer",51,Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666,2014-11-14
450,True Grit,"Adventure,Drama,Western",7.6,284034,Adventure,Drama,Western,Joel Coen,"producer,writer,director",29,True Grit,35000000.0,171243005.0,252276928.0,217276928,720.7912228571429,2010-12-22
451,Remember Me,"Drama,Romance",7.1,129443,Drama,Romance,,Allen Coulter,"director,producer,assistant_director",51,Remember Me,16000000.0,19068240.0,56506120.0,40506120,353.16325,2010-03-12
452,Remember Me,Comedy,5.2,72,Comedy,,,Steve Goldbloom,"actor,writer,producer",51,Remember Me,16000000.0,19068240.0,56506120.0,40506120,353.16325,2010-03-12
453,For Colored Girls,Drama,6.1,6728,Drama,,,Tyler Perry,"writer,director,producer",67,For Colored Girls,21000000.0,37729698.0,38017873.0,17017873,181.03749047619047,2010-11-05
454,Just Wright,"Comedy,Romance,Sport",5.9,12466,Comedy,Romance,Sport,Sanaa Hamri,"producer,director,editor",85,Just Wright,12000000.0,21540363.0,21867665.0,9867665,182.23054166666665,2010-05-14
455,Star Trek Into Darkness,"Action,Adventure,Sci-Fi",7.7,445535,Action,Adventure,Sci-Fi,J.J. Abrams,"producer,writer,music_department",68,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,277381584,245.99030736842104,2013-05-16
456,Ride Along,"Action,Comedy,Crime",6.2,94529,Action,Comedy,Crime,Tim Story,"producer,director,actor",67,Ride Along,25000000.0,134202565.0,153733800.0,128733800,614.9352,2014-01-17
457,Ride Along,Action,4.4,14,Action,,,Larry Greene,"actor,writer,producer",67,Ride Along,25000000.0,134202565.0,153733800.0,128733800,614.9352,2014-01-17
458,No Strings Attached,"Comedy,Romance",6.2,197663,Comedy,Romance,,Ivan Reitman,"producer,miscellaneous,director",84,No Strings Attached,25000000.0,70662220.0,149228078.0,124228078,596.912312,2011-01-21
459,Riddick,"Action,Adventure,Sci-Fi",6.4,144821,Action,Adventure,Sci-Fi,David Twohy,"writer,director,producer",66,Riddick,38000000.0,42025135.0,94763758.0,56763758,249.37831052631577,2013-09-06
460,Hop,"Adventure,Animation,Comedy",5.4,28893,Adventure,Animation,Comedy,Tim Hill,"writer,producer,director",27,Hop,63000000.0,108085305.0,188657593.0,125657593,299.4564968253968,2011-04-01
461,The Best Exotic Marigold Hotel,"Comedy,Drama,Romance",7.3,85811,Comedy,Drama,Romance,John Madden,"director,producer,writer",55,The Best Exotic Marigold Hotel,10000000.0,46383639.0,134639780.0,124639780,1346.3978,2012-05-25
462,Table 19,"Comedy,Drama,Romance",5.8,22751,Comedy,Drama,Romance,Jeffrey Blitz,"director,producer,writer",45,Table 19,5000000.0,3614896.0,4620399.0,-379601,92.40798,2017-03-03
463,12 Strong,"Action,Drama,History",6.6,50155,Action,Drama,History,Nicolai Fuglsig,"director,writer,producer",64,12 Strong,35000000.0,45819713.0,71118378.0,36118378,203.1953657142857,2018-01-19
464,Paranoia,"Drama,Thriller",5.7,33149,Drama,Thriller,,Robert Luketic,"director,producer,writer",19,Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175,2011-06-07
468,Paranoia,Thriller,5.3,26,Thriller,,,Bivas Biswas,"actor,director,producer",19,Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175,2011-06-07
472,Tracker,"Action,Adventure,Drama",6.5,3460,Action,Adventure,Drama,Ian Sharp,"director,assistant_director,writer",4,Tracker,6500000.0,0.0,3149.0,-6496851,0.04844615384615385,2010-09-12
473,You Again,"Comedy,Family,Romance",5.8,46690,Comedy,Family,Romance,Andy Fickman,"producer,director,actor",78,You Again,20000000.0,25702053.0,32838945.0,12838945,164.194725,2010-09-24
474,Beneath Hill 60,"Drama,History,War",7.1,6903,Drama,History,War,Jeremy Sims,"actor,director,producer",20,Beneath Hill 60,9000000.0,0.0,3440939.0,-5559061,38.23265555555555,2011-06-28
475,Somewhere,"Comedy,Drama",6.3,40250,Comedy,Drama,,Sofia Coppola,"actress,director,writer",42,Somewhere,7000000.0,1785645.0,17023121.0,10023121,243.18744285714286,2010-12-22
476,Stone,"Drama,Thriller",5.4,38667,Drama,Thriller,,John Curran,"director,writer,producer",50,Stone,22000000.0,1810078.0,4065020.0,-17934980,18.477363636363638,2010-10-22
478,Predators,"Action,Adventure,Sci-Fi",6.4,199764,Action,Adventure,Sci-Fi,Nimród Antal,"director,actor,writer",35,Predators,40000000.0,52000688.0,127234389.0,87234389,318.08597249999997,2010-07-03
479,Black Nativity,"Drama,Family,Music",4.6,1901,Drama,Family,Music,Kasi Lemmons,"actress,director,producer",63,Black Nativity,17500000.0,7018188.0,7285135.0,-10214865,41.62934285714286,2013-11-27
480,The Wolverine,"Action,Adventure,Sci-Fi",6.7,401286,Action,Adventure,Sci-Fi,James Mangold,"producer,director,writer",8,The Wolverine,115000000.0,132556852.0,416456852.0,301456852,362.1363930434783,2013-07-25
481,Arthur Christmas,"Adventure,Animation,Comedy",7.1,45439,Adventure,Animation,Comedy,Barry Cook,"director,visual_effects,writer",14,Arthur Christmas,85000000.0,46462469.0,149717124.0,64717124,176.13779294117646,2011-11-23
482,Brick Mansions,"Action,Crime",5.7,37528,Action,Crime,,Camille Delamarre,"editor,director,assistant_director",69,Brick Mansions,28000000.0,20396829.0,73421224.0,45421224,262.2186571428571,2014-04-25
483,Big Miracle,"Biography,Drama,Family",6.5,17585,Biography,Drama,Family,Ken Kwapis,"director,producer,writer",99,Big Miracle,40000000.0,20157300.0,25268680.0,-14731320,63.171699999999994,2012-02-03
484,Payback,Documentary,6.4,186,Documentary,,,Jennifer Baichwal,"director,producer,writer",10,Payback,50000000.0,81526121.0,161626121.0,111626121,323.252242,2012-03-16
485,Payback,"Action,Crime,Drama",5.5,58,Action,Crime,Drama,Sachin P. Karande,"director,producer",10,Payback,50000000.0,81526121.0,161626121.0,111626121,323.252242,2012-03-16
486,Deadline,"Drama,Mystery,Thriller",4.8,396,Drama,Mystery,Thriller,Curt Hahn,"producer,director,writer",29,Deadline,1800000.0,0.0,0.0,-1800000,0.0,2012-02-15
488,Deadline,"Mystery,Thriller",6.7,347,Mystery,Thriller,,Chris Tasara,"director,writer,composer",29,Deadline,1800000.0,0.0,0.0,-1800000,0.0,2012-02-15
490,Deadline,"Comedy,Romance",8.5,15,Comedy,Romance,,Charlie Lawton,"actor,director,writer",29,Deadline,1800000.0,0.0,0.0,-1800000,0.0,2012-02-15
492,Deadpool,"Action,Adventure,Comedy",8.0,820847,Action,Adventure,Comedy,Tim Miller,"director,writer,visual_effects",56,Deadpool,58000000.0,363070709.0,801025593.0,743025593,1381.0786086206897,2016-02-12
493,Another Year,"Comedy,Drama",7.3,26273,Comedy,Drama,,Mike Leigh,"director,writer,actor",8,Another Year,8000000.0,3205706.0,20005613.0,12005613,250.0701625,2010-12-29
495,Faster,"Action,Crime,Drama",6.5,93618,Action,Crime,Drama,George Tillman Jr.,"producer,director,writer",53,Faster,24000000.0,23240020.0,35792945.0,11792945,149.13727083333333,2010-11-23
496,The Apparition,"Horror,Thriller",4.1,18112,Horror,Thriller,,Todd Lincoln,"director,writer,producer",4,The Apparition,17000000.0,4936819.0,10637281.0,-6362719,62.57224117647059,2012-08-24
498,Rio,"Adventure,Animation,Comedy",6.9,191621,Adventure,Animation,Comedy,Carlos Saldanha,"director,producer,actor",46,Rio,90000000.0,143619809.0,487519809.0,397519809,541.6886766666667,2011-04-15
499,Rio,Documentary,8.3,14,Documentary,,,Sarah Morris,"director,writer",46,Rio,90000000.0,143619809.0,487519809.0,397519809,541.6886766666667,2011-04-15
500,Rio,Drama,2.6,7,Drama,,,Sam Icklow,"writer,director,cinematographer",46,Rio,90000000.0,143619809.0,487519809.0,397519809,541.6886766666667,2011-04-15
501,Bait,"Action,Adventure,Drama",5.2,14627,Action,Adventure,Drama,Kimble Rendall,"director,assistant_director,actor",20,Bait,35000000.0,15325127.0,15471969.0,-19528031,44.20562571428571,2012-09-14
502,Bait,"Drama,Thriller",5.5,448,Drama,Thriller,,Dominic Brunt,"actor,producer,director",20,Bait,35000000.0,15325127.0,15471969.0,-19528031,44.20562571428571,2012-09-14
503,Fright Night,"Comedy,Horror",6.4,94555,Comedy,Horror,,Craig Gillespie,"director,producer",58,Fright Night,30000000.0,18298649.0,40520649.0,10520649,135.06883000000002,2011-08-19
504,Battleship,"Action,Adventure,Sci-Fi",5.8,225342,Action,Adventure,Sci-Fi,Peter Berg,"producer,actor,writer",32,Battleship,220000000.0,65233400.0,313477717.0,93477717,142.48987136363635,2012-05-18
505,Submarine,"Comedy,Drama,Romance",7.3,79810,Comedy,Drama,Romance,Richard Ayoade,"actor,writer,director",9,Submarine,1900000.0,467602.0,4581937.0,2681937,241.1545789473684,2011-06-03
506,The American,"Crime,Drama,Thriller",6.3,86863,Crime,Drama,Thriller,Anton Corbijn,"director,actor,art_director",51,The American,20000000.0,35606376.0,67950723.0,47950723,339.753615,2010-09-01
507,Martha Marcy May Marlene,"Drama,Mystery,Thriller",6.9,45873,Drama,Mystery,Thriller,Sean Durkin,"producer,director,actor",42,Martha Marcy May Marlene,1000000.0,2981038.0,5438911.0,4438911,543.8911,2011-10-21
508,Quartet,"Comedy,Drama",6.8,17979,Comedy,Drama,,Dustin Hoffman,"actor,producer,soundtrack",90,Quartet,11000000.0,18388357.0,56178935.0,45178935,510.7175909090909,2013-01-10
509,The Gift,Documentary,7.6,46,Documentary,,,Mason Canter,"actor,director,writer",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2010-04-08
514,The Gift,"Drama,Mystery,Thriller",7.1,123834,Drama,Mystery,Thriller,Joel Edgerton,"actor,writer,producer",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2010-04-08
519,The Gift,Drama,6.0,17,Drama,,,Damian O'Callaghan,"writer,director,actor",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2010-04-08
524,The Gift,Documentary,6.2,6,Documentary,,,Przemyslaw Kaminski,"cinematographer,camera_department,director",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2010-04-08
529,The Gift,Drama,8.0,34,Drama,,,Hanung Bramantyo,"director,writer,producer",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2010-04-08
534,Prometheus,"Adventure,Mystery,Sci-Fi",7.0,538720,Adventure,Mystery,Sci-Fi,Ridley Scott,"producer,director,production_designer",75,Prometheus,125000000.0,126477084.0,402448265.0,277448265,321.958612,2012-06-08
535,Bones,Drama,6.6,347,Drama,,,Frank Pestarino,"director,writer,cinematographer",47,Bones,10000000.0,7316658.0,8378853.0,-1621147,83.78853000000001,2010-03-31
536,Killer Elite,"Action,Crime,Thriller",6.5,117711,Action,Crime,Thriller,Gary Mckendry,"director,writer",38,Killer Elite,70000000.0,25124986.0,65409046.0,-4590954,93.44149428571428,2011-09-23
537,Monsters University,"Adventure,Animation,Comedy",7.3,291887,Adventure,Animation,Comedy,Dan Scanlon,"writer,art_department,director",53,Monsters University,200000000.0,268488329.0,743588329.0,543588329,371.79416449999997,2013-06-21
538,The Help,Drama,8.1,392699,Drama,,,Tate Taylor,"actor,producer,director",63,The Help,25000000.0,169705587.0,213120004.0,188120004,852.480016,2011-08-10
539,Gravity,"Drama,Sci-Fi,Thriller",7.7,710018,Drama,Sci-Fi,Thriller,Alfonso Cuarón,"writer,producer,director",16,Gravity,110000000.0,274092705.0,693698673.0,583698673,630.6351572727273,2013-10-04
540,The Wall,Documentary,9.2,8,Documentary,,,Ricardo Martinez,"editorial_department,visual_effects,editor",29,The Wall,3000000.0,1803064.0,4495262.0,1495262,149.84206666666665,2013-06-07
542,The Wall,"Action,Drama,Thriller",6.2,20391,Action,Drama,Thriller,Doug Liman,"producer,director,miscellaneous",29,The Wall,3000000.0,1803064.0,4495262.0,1495262,149.84206666666665,2013-06-07
544,The Wall,Drama,6.7,12,Drama,,,David Kinsella,"director,cinematographer,producer",29,The Wall,3000000.0,1803064.0,4495262.0,1495262,149.84206666666665,2013-06-07
546,The Conjuring,"Horror,Mystery,Thriller",7.5,397233,Horror,Mystery,Thriller,James Wan,"producer,writer,director",93,The Conjuring,20000000.0,137400141.0,318000141.0,298000141,1590.000705,2013-07-19
547,Kidnap,"Crime,Drama,Thriller",5.9,28898,Crime,Drama,Thriller,Luis Prieto,"director,writer,editor",69,Kidnap,21000000.0,30718107.0,34836080.0,13836080,165.88609523809524,2017-08-04
548,The Next Three Days,"Action,Crime,Drama",7.4,168066,Action,Crime,Drama,Paul Haggis,"writer,producer,miscellaneous",49,The Next Three Days,30000000.0,21148651.0,67255916.0,37255916,224.1863866666667,2010-11-19
549,Brooklyn,"Comedy,Crime",7.3,28,Comedy,Crime,,Martin Csaba,"director,actor,writer",79,Brooklyn,11000000.0,38322743.0,62076141.0,51076141,564.3285545454545,2015-11-04
551,Brooklyn,"Drama,Romance",7.5,117021,Drama,Romance,,John Crowley,director,79,Brooklyn,11000000.0,38322743.0,62076141.0,51076141,564.3285545454545,2015-11-04
553,Brooklyn,"Drama,Music,Musical",6.4,51,Drama,Music,Musical,Pascal Tessaud,"director,writer,cinematographer",79,Brooklyn,11000000.0,38322743.0,62076141.0,51076141,564.3285545454545,2015-11-04
555,Dream House,"Drama,Mystery,Thriller",6.0,59714,Drama,Mystery,Thriller,Jim Sheridan,"producer,director,writer",80,Dream House,50000000.0,21302340.0,41642166.0,-8357834,83.284332,2011-09-30
556,Buried,"Drama,Mystery,Thriller",7.0,139426,Drama,Mystery,Thriller,Rodrigo Cortés,"writer,editor,director",2,Buried,1987650.0,1044143.0,21270290.0,19282640,1070.1225064774985,2010-09-24
557,Buried,Thriller,6.0,5,Thriller,,,Emilie Peters,"actress,miscellaneous,director",2,Buried,1987650.0,1044143.0,21270290.0,19282640,1070.1225064774985,2010-09-24
558,I Am Number Four,"Action,Adventure,Sci-Fi",6.1,217762,Action,Adventure,Sci-Fi,D.J. Caruso,"director,producer,writer",28,I Am Number Four,50000000.0,55100437.0,146195159.0,96195159,292.390318,2011-02-18
559,Stake Land,"Drama,Horror,Sci-Fi",6.5,38749,Drama,Horror,Sci-Fi,Jim Mickle,"writer,camera_department,director",47,Stake Land,4000000.0,33245.0,679482.0,-3320518,16.98705,2010-10-01
560,Joy,Drama,6.1,233,Drama,,,Mijke De Jong,"director,writer",88,Joy,60000000.0,56451232.0,101134059.0,41134059,168.556765,2015-12-25
561,Joy,Drama,6.6,118086,Drama,,,David O. Russell,"producer,director,writer",88,Joy,60000000.0,56451232.0,101134059.0,41134059,168.556765,2015-12-25
562,Joy,Drama,7.1,34,Drama,,,Chinguun Balkhjav,"writer,director,producer",88,Joy,60000000.0,56451232.0,101134059.0,41134059,168.556765,2015-12-25
563,Joy,Drama,6.5,430,Drama,,,Sudabeh Mortezai,"director,writer",88,Joy,60000000.0,56451232.0,101134059.0,41134059,168.556765,2015-12-25
564,Baywatch,"Action,Comedy,Crime",5.6,137528,Action,Comedy,Crime,Seth Gordon,"producer,miscellaneous,director",86,Baywatch,60000000.0,58060186.0,175863783.0,115863783,293.106305,2017-05-26
565,Redemption Road,Drama,5.8,479,Drama,,,Mario Van Peebles,"actor,director,writer",64,Redemption Road,2300000.0,29384.0,29384.0,-2270616,1.2775652173913044,2011-08-26
566,Monsters,"Drama,Sci-Fi,Thriller",6.4,84332,Drama,Sci-Fi,Thriller,Gareth Edwards,"visual_effects,director,writer",50,Monsters,500000.0,237301.0,5639730.0,5139730,1127.946,2010-10-29
568,Max Steel,"Action,Adventure,Family",4.6,16788,Action,Adventure,Family,Stewart Hendler,"director,producer,visual_effects",68,Max Steel,10000000.0,3818664.0,4563080.0,-5436920,45.6308,2016-10-14
570,Aquaman,"Action,Adventure,Fantasy",7.1,263328,Action,Adventure,Fantasy,James Wan,"producer,writer,director",36,Aquaman,160000000.0,335061807.0,1146894640.0,986894640,716.80915,2018-12-21
571,Cedar Rapids,Comedy,6.3,34759,Comedy,,,Miguel Arteta,"director,producer,miscellaneous",51,Cedar Rapids,10000000.0,6861102.0,7862131.0,-2137869,78.62131,2011-02-11
572,Bridesmaids,"Comedy,Romance",6.8,249501,Comedy,Romance,,Paul Feig,"actor,producer,director",85,Bridesmaids,32500000.0,169211718.0,289632023.0,257132023,891.1754553846154,2011-05-13
573,Logan,"Comedy,Drama,Family",6.2,252,Comedy,Drama,Family,Caleb Doyle,"actor,director,writer",59,Logan,127000000.0,226277068.0,615461394.0,488461394,484.61527086614177,2010-09-10
575,Logan,"Action,Drama,Sci-Fi",8.1,560270,Action,Drama,Sci-Fi,James Mangold,"producer,director,writer",59,Logan,127000000.0,226277068.0,615461394.0,488461394,484.61527086614177,2010-09-10
577,Oblivion,"Action,Adventure,Sci-Fi",7.0,453966,Action,Adventure,Sci-Fi,Joseph Kosinski,"director,writer,producer",93,Oblivion,120000000.0,89107235.0,287916633.0,167916633,239.9305275,2013-04-18
578,Oblivion,Thriller,8.0,8,Thriller,,,Heather Robinson,"director,make_up_department,producer",93,Oblivion,120000000.0,89107235.0,287916633.0,167916633,239.9305275,2013-04-18
579,The Greatest Showman,"Biography,Drama,Musical",7.6,199663,Biography,Drama,Musical,Michael Gracey,"visual_effects,director,producer",25,The Greatest Showman,84000000.0,174340174.0,386665550.0,302665550,460.31613095238095,2017-12-20
