,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
457,The Kid,111.0,Drama,6.9,1206,Drama,,,Nick Moran,"actor,producer,writer",94,The Kid,65000000.0,69688384.0,69688384.0,4688384,107.21289846153846,2010-10-31
459,Coriolanus,123.0,"Drama,Thriller,War",6.1,29654,Drama,Thriller,War,Ralph Fiennes,"actor,director,soundtrack",99,Coriolanus,10000000.0,749641.0,2179623.0,-7820377,21.79623,2012-01-19
460,The Awakening,83.0,"Horror,Thriller",2.4,141,Horror,Thriller,,Vince Rotonda,"producer,miscellaneous,production_manager",4,The Awakening,4900000.0,95933.0,6924321.0,2024321,141.31267346938776,2011-08-17
462,Pride And Prejudice And Zombies,108.0,"Action,Comedy,Horror",5.8,46187,Action,Comedy,Horror,Burr Steers,"director,actor,writer",74,Pride And Prejudice And Zombies,28000000.0,10907291.0,16638300.0,-11361700,59.4225,2016-02-05
463,Upside Down,109.0,"Drama,Fantasy,Romance",6.4,66347,Drama,Fantasy,Romance,Juan Solanas,"director,writer,cinematographer",4,Upside Down,50000000.0,102118.0,26387039.0,-23612961,52.774078,2013-03-14
465,Inception,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,Action,Adventure,Sci-Fi,Christopher Nolan,"writer,producer,director",38,Inception,160000000.0,292576195.0,835524642.0,675524642,522.20290125,2010-07-16
466,Grown Ups,102.0,Comedy,6.0,210377,Comedy,,,Dennis Dugan,"actor,director,producer",34,Grown Ups,75000000.0,162001186.0,272223430.0,197223430,362.9645733333333,2010-06-24
467,The Adventurer: The Curse Of The Midas Box,100.0,"Adventure,Family,Fantasy",5.4,5257,Adventure,Family,Fantasy,Jonathan Newman,"director,writer,producer",29,The Adventurer: The Curse Of The Midas Box,25000000.0,0.0,0.0,-25000000,0.0,2013-12-05
468,The Adjustment Bureau,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,Romance,Sci-Fi,Thriller,George Nolfi,"writer,producer,director",81,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,76731325,252.85124501992033,2011-03-04
469,Cop Out,107.0,"Action,Comedy,Crime",5.6,81656,Action,Comedy,Crime,Kevin Smith,"producer,writer,actor",99,Cop Out,37000000.0,44875481.0,55909910.0,18909910,151.10786486486487,2010-02-26
470,The Other Guys,107.0,"Action,Comedy,Crime",6.7,221664,Action,Comedy,Crime,Adam Mckay,"producer,writer,director",74,The Other Guys,100000000.0,119219978.0,170936470.0,70936470,170.93647,2010-08-06
471,Suicide Squad,123.0,"Action,Adventure,Fantasy",6.0,533039,Action,Adventure,Fantasy,David Ayer,"writer,director,producer",100,Suicide Squad,175000000.0,325100054.0,746059887.0,571059887,426.31993542857145,2016-08-05
472,Total Recall,118.0,"Action,Adventure,Mystery",6.3,228460,Action,Adventure,Mystery,Len Wiseman,"producer,writer,director",79,Total Recall,125000000.0,58877969.0,211856088.0,86856088,169.4848704,2012-08-03
473,Downsizing,135.0,"Drama,Sci-Fi",5.7,74815,Drama,Sci-Fi,,Alexander Payne,"producer,director,writer",62,Downsizing,68000000.0,24449754.0,54462971.0,-13537029,80.0926044117647,2017-12-22
474,We Bought A Zoo,124.0,"Comedy,Drama,Family",7.1,126849,Comedy,Drama,Family,Cameron Crowe,"writer,producer,director",14,We Bought A Zoo,50000000.0,75624550.0,118729073.0,68729073,237.458146,2011-12-23
475,When The Bough Breaks,107.0,"Crime,Drama,Horror",5.1,4729,Crime,Drama,Horror,Jon Cassar,"producer,director,camera_department",85,When The Bough Breaks,10000000.0,29747603.0,30768449.0,20768449,307.68449000000004,2016-09-09
477,In The Heart Of The Sea,122.0,"Action,Adventure,Biography",6.9,108628,Action,Adventure,Biography,Ron Howard,"actor,producer,director",1,In The Heart Of The Sea,100000000.0,25020758.0,89693309.0,-10306691,89.693309,2015-12-11
478,The Lost Medallion: The Adventures Of Billy Stone,97.0,"Adventure,Family,Fantasy",4.9,1502,Adventure,Family,Fantasy,Bill Muir,"writer,producer,director",31,The Lost Medallion: The Adventures Of Billy Stone,2500000.0,549632.0,549632.0,-1950368,21.98528,2013-03-01
479,Why Did I Get Married Too?,121.0,"Comedy,Drama,Romance",4.6,8653,Comedy,Drama,Romance,Tyler Perry,"writer,director,producer",16,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,40831067,304.155335,2010-04-02
480,The Hunger Games,142.0,"Action,Adventure,Sci-Fi",7.2,795227,Action,Adventure,Sci-Fi,Gary Ross,"writer,producer,director",38,The Hunger Games,80000000.0,408010692.0,677923379.0,597923379,847.40422375,2012-03-23
481,Mad Max: Fury Road,120.0,"Action,Adventure,Sci-Fi",8.1,780910,Action,Adventure,Sci-Fi,George Miller,"producer,writer,director",75,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,220098020,246.73201333333333,2015-05-15
482,Marmaduke,87.0,"Comedy,Family",4.2,13283,Comedy,Family,,Tom Dey,"director,producer,executive",59,Marmaduke,50000000.0,33644788.0,89895930.0,39895930,179.79186,2010-06-04
483,Prisoners,153.0,"Crime,Drama,Mystery",8.1,526273,Crime,Drama,Mystery,Denis Villeneuve,"director,writer,editor",48,Prisoners,46000000.0,61002302.0,113402302.0,67402302,246.5267434782609,2013-09-21
484,It,135.0,"Horror,Thriller",7.4,359123,Horror,Thriller,,Andy Muschietti,"director,writer,producer",24,It,35000000.0,327481748.0,697457969.0,662457969,1992.7370542857143,2017-09-08
485,Taken 2,92.0,"Action,Thriller",6.3,273106,Action,Thriller,,Olivier Megaton,"director,writer,assistant_director",54,Taken 2,45000000.0,139854287.0,377807404.0,332807404,839.5720088888888,2012-10-04
486,Journey 2: The Mysterious Island,94.0,"Action,Adventure,Comedy",5.8,83507,Action,Adventure,Comedy,Brad Peyton,"producer,writer,director",10,Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,239146162,402.71666075949366,2012-02-10
487,Straight Outta Compton,147.0,"Biography,Drama,History",7.9,165307,Biography,Drama,History,F. Gary Gray,"director,actor,producer",35,Straight Outta Compton,28000000.0,161197785.0,202182981.0,174182981,722.0820749999999,2015-08-14
488,Transformers: Dark Of The Moon,154.0,"Action,Adventure,Sci-Fi",6.2,366409,Action,Adventure,Sci-Fi,Michael Bay,"producer,director,actor",64,Transformers: Dark Of The Moon,195000000.0,352390543.0,1123790543.0,928790543,576.3028425641025,2011-06-28
489,Winter'S Bone,100.0,"Drama,Mystery",7.2,127751,Drama,Mystery,,Debra Granik,"director,writer,cinematographer",8,Winter'S Bone,2000000.0,6531503.0,16131551.0,14131551,806.5775500000001,2010-06-11
490,Unknown,113.0,"Action,Mystery,Thriller",6.9,235167,Action,Mystery,Thriller,Jaume Collet-Serra,"director,producer",21,Unknown,40000000.0,63686397.0,136123083.0,96123083,340.3077075,2011-02-18
492,Happy Feet Two,100.0,"Adventure,Animation,Comedy",5.9,38396,Adventure,Animation,Comedy,George Miller,"producer,writer,director",33,Happy Feet Two,135000000.0,64006466.0,157956466.0,22956466,117.00478962962964,2011-11-17
493,Hesher,106.0,"Comedy,Crime,Drama",7.0,48483,Comedy,Crime,Drama,Spencer Susser,"editor,director,writer",54,Hesher,7000000.0,382946.0,382946.0,-6617054,5.470657142857143,2010-01-22
494,Wolves,91.0,"Action,Fantasy,Horror",5.3,7312,Action,Fantasy,Horror,David Hayter,"actor,writer,producer",51,Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666,2014-11-14
498,True Grit,110.0,"Adventure,Drama,Western",7.6,284034,Adventure,Drama,Western,Joel Coen,"producer,writer,director",29,True Grit,35000000.0,171243005.0,252276928.0,217276928,720.7912228571429,2010-12-22
499,Remember Me,113.0,"Drama,Romance",7.1,129443,Drama,Romance,,Allen Coulter,"director,producer,assistant_director",51,Remember Me,16000000.0,19068240.0,56506120.0,40506120,353.16325,2010-03-12
501,For Colored Girls,133.0,Drama,6.1,6728,Drama,,,Tyler Perry,"writer,director,producer",67,For Colored Girls,21000000.0,37729698.0,38017873.0,17017873,181.03749047619047,2010-11-05
502,Just Wright,100.0,"Comedy,Romance,Sport",5.9,12466,Comedy,Romance,Sport,Sanaa Hamri,"producer,director,editor",85,Just Wright,12000000.0,21540363.0,21867665.0,9867665,182.23054166666665,2010-05-14
503,Star Trek Into Darkness,132.0,"Action,Adventure,Sci-Fi",7.7,445535,Action,Adventure,Sci-Fi,J.J. Abrams,"producer,writer,music_department",68,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,277381584,245.99030736842104,2013-05-16
504,Ride Along,99.0,"Action,Comedy,Crime",6.2,94529,Action,Comedy,Crime,Tim Story,"producer,director,actor",67,Ride Along,25000000.0,134202565.0,153733800.0,128733800,614.9352,2014-01-17
506,Men In Black 3,106.0,"Action,Adventure,Comedy",6.8,309879,Action,Adventure,Comedy,Barry Sonnenfeld,"producer,director,actor",35,Men In Black 3,215000000.0,179020854.0,654213485.0,439213485,304.2853418604651,2012-05-25
507,No Strings Attached,108.0,"Comedy,Romance",6.2,197663,Comedy,Romance,,Ivan Reitman,"producer,miscellaneous,director",84,No Strings Attached,25000000.0,70662220.0,149228078.0,124228078,596.912312,2011-01-21
508,Riddick,119.0,"Action,Adventure,Sci-Fi",6.4,144821,Action,Adventure,Sci-Fi,David Twohy,"writer,director,producer",66,Riddick,38000000.0,42025135.0,94763758.0,56763758,249.37831052631577,2013-09-06
509,Bucky Larson: Born To Be A Star,97.0,Comedy,3.3,10648,Comedy,,,Tom Brady,"producer,writer,miscellaneous",78,Bucky Larson: Born To Be A Star,10000000.0,2529395.0,2529395.0,-7470605,25.29395,2011-09-09
510,The Hangover Part Ii,102.0,"Comedy,Mystery",6.5,432800,Comedy,Mystery,,Todd Phillips,"producer,director,writer",39,The Hangover Part Ii,80000000.0,254464305.0,586464305.0,506464305,733.08038125,2011-05-25
511,Hop,95.0,"Adventure,Animation,Comedy",5.4,28893,Adventure,Animation,Comedy,Tim Hill,"writer,producer,director",27,Hop,63000000.0,108085305.0,188657593.0,125657593,299.4564968253968,2011-04-01
512,The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance",7.3,85811,Comedy,Drama,Romance,John Madden,"director,producer,writer",55,The Best Exotic Marigold Hotel,10000000.0,46383639.0,134639780.0,124639780,1346.3978,2012-05-25
513,Table 19,87.0,"Comedy,Drama,Romance",5.8,22751,Comedy,Drama,Romance,Jeffrey Blitz,"director,producer,writer",45,Table 19,5000000.0,3614896.0,4620399.0,-379601,92.40798,2017-03-03
514,12 Strong,130.0,"Action,Drama,History",6.6,50155,Action,Drama,History,Nicolai Fuglsig,"director,writer,producer",64,12 Strong,35000000.0,45819713.0,71118378.0,36118378,203.1953657142857,2018-01-19
515,Paranoia,106.0,"Drama,Thriller",5.7,33149,Drama,Thriller,,Robert Luketic,"director,producer,writer",19,Paranoia,40000000.0,7388654.0,16340767.0,-23659233,40.8519175,2013-08-16
517,Tracker,102.0,"Action,Adventure,Drama",6.5,3460,Action,Adventure,Drama,Ian Sharp,"director,assistant_director,writer",4,Tracker,6500000.0,0.0,3149.0,-6496851,0.04844615384615385,2010-09-12
518,You Again,105.0,"Comedy,Family,Romance",5.8,46690,Comedy,Family,Romance,Andy Fickman,"producer,director,actor",78,You Again,20000000.0,25702053.0,32838945.0,12838945,164.194725,2010-09-24
519,Nanny Mcphee And The Big Bang,109.0,"Comedy,Family,Fantasy",6.1,25048,Comedy,Family,Fantasy,Susanna White,"director,producer,miscellaneous",93,Nanny Mcphee And The Big Bang,35000000.0,29197642.0,97799865.0,62799865,279.4281857142857,2010-08-20
520,Kill The Irishman,106.0,"Biography,Crime,Drama",7.1,41504,Biography,Crime,Drama,Jonathan Hensleigh,"writer,director,producer",32,Kill The Irishman,12000000.0,1188194.0,1188194.0,-10811806,9.901616666666667,2011-03-11
521,"I, Frankenstein",92.0,"Action,Fantasy,Horror",5.1,74910,Action,Fantasy,Horror,Stuart Beattie,"writer,director,producer",14,"I, Frankenstein",65000000.0,19075290.0,74575290.0,9575290,114.7312153846154,2014-01-24
522,Beneath Hill 60,122.0,"Drama,History,War",7.1,6903,Drama,History,War,Jeremy Sims,"actor,director,producer",20,Beneath Hill 60,9000000.0,0.0,3440939.0,-5559061,38.23265555555555,2011-06-28
523,Somewhere,97.0,"Comedy,Drama",6.3,40250,Comedy,Drama,,Sofia Coppola,"actress,director,writer",42,Somewhere,7000000.0,1785645.0,17023121.0,10023121,243.18744285714286,2010-12-22
524,A Lonely Place To Die,99.0,"Adventure,Crime,Thriller",6.3,25547,Adventure,Crime,Thriller,Julian Gilbey,"director,writer,editor",56,A Lonely Place To Die,4000000.0,0.0,442550.0,-3557450,11.06375,2011-04-09
525,Barney'S Version,134.0,"Comedy,Drama",7.3,23058,Comedy,Drama,,Richard J. Lewis,"producer,director,actor",86,Barney'S Version,30000000.0,7502560.0,8845575.0,-21154425,29.48525,2011-01-14
526,Stone,105.0,"Drama,Thriller",5.4,38667,Drama,Thriller,,John Curran,"director,writer,producer",50,Stone,22000000.0,1810078.0,4065020.0,-17934980,18.477363636363638,2010-10-22
527,Predators,107.0,"Action,Adventure,Sci-Fi",6.4,199764,Action,Adventure,Sci-Fi,Nimród Antal,"director,actor,writer",35,Predators,40000000.0,52000688.0,127234389.0,87234389,318.08597249999997,2010-07-03
528,Black Nativity,93.0,"Drama,Family,Music",4.6,1901,Drama,Family,Music,Kasi Lemmons,"actress,director,producer",63,Black Nativity,17500000.0,7018188.0,7285135.0,-10214865,41.62934285714286,2013-11-27
529,Hansel & Gretel: Witch Hunters,88.0,"Action,Fantasy,Horror",6.1,183387,Action,Fantasy,Horror,Tommy Wirkola,"writer,director,actor",27,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,164949716,429.89943200000005,2013-01-25
530,The Wolverine,126.0,"Action,Adventure,Sci-Fi",6.7,401286,Action,Adventure,Sci-Fi,James Mangold,"producer,director,writer",8,The Wolverine,115000000.0,132556852.0,416456852.0,301456852,362.1363930434783,2013-07-25
531,Arthur Christmas,97.0,"Adventure,Animation,Comedy",7.1,45439,Adventure,Animation,Comedy,Barry Cook,"director,visual_effects,writer",14,Arthur Christmas,85000000.0,46462469.0,149717124.0,64717124,176.13779294117646,2011-11-23
532,Brick Mansions,90.0,"Action,Crime",5.7,37528,Action,Crime,,Camille Delamarre,"editor,director,assistant_director",69,Brick Mansions,28000000.0,20396829.0,73421224.0,45421224,262.2186571428571,2014-04-25
533,Big Miracle,107.0,"Biography,Drama,Family",6.5,17585,Biography,Drama,Family,Ken Kwapis,"director,producer,writer",99,Big Miracle,40000000.0,20157300.0,25268680.0,-14731320,63.171699999999994,2012-02-03
534,Deadpool,108.0,"Action,Adventure,Comedy",8.0,820847,Action,Adventure,Comedy,Tim Miller,"director,writer,visual_effects",56,Deadpool,58000000.0,363070709.0,801025593.0,743025593,1381.0786086206897,2016-02-12
535,Another Year,129.0,"Comedy,Drama",7.3,26273,Comedy,Drama,,Mike Leigh,"director,writer,actor",8,Another Year,8000000.0,3205706.0,20005613.0,12005613,250.0701625,2010-12-29
536,Faster,98.0,"Action,Crime,Drama",6.5,93618,Action,Crime,Drama,George Tillman Jr.,"producer,director,writer",53,Faster,24000000.0,23240020.0,35792945.0,11792945,149.13727083333333,2010-11-23
537,The Apparition,83.0,"Horror,Thriller",4.1,18112,Horror,Thriller,,Todd Lincoln,"director,writer,producer",4,The Apparition,17000000.0,4936819.0,10637281.0,-6362719,62.57224117647059,2012-08-24
539,Rio,96.0,"Adventure,Animation,Comedy",6.9,191621,Adventure,Animation,Comedy,Carlos Saldanha,"director,producer,actor",46,Rio,90000000.0,143619809.0,487519809.0,397519809,541.6886766666667,2011-04-15
542,Bait,93.0,"Action,Adventure,Drama",5.2,14627,Action,Adventure,Drama,Kimble Rendall,"director,assistant_director,actor",20,Bait,35000000.0,15325127.0,15471969.0,-19528031,44.20562571428571,2012-09-14
544,Fright Night,106.0,"Comedy,Horror",6.4,94555,Comedy,Horror,,Craig Gillespie,"director,producer",58,Fright Night,30000000.0,18298649.0,40520649.0,10520649,135.06883000000002,2011-08-19
545,Charlie St. Cloud,99.0,"Drama,Fantasy,Romance",6.5,55016,Drama,Fantasy,Romance,Burr Steers,"director,actor,writer",31,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,4478084,110.17746363636363,2010-05-01
546,Battleship,131.0,"Action,Adventure,Sci-Fi",5.8,225342,Action,Adventure,Sci-Fi,Peter Berg,"producer,actor,writer",32,Battleship,220000000.0,65233400.0,313477717.0,93477717,142.48987136363635,2012-05-18
547,A Little Bit Of Heaven,106.0,"Comedy,Drama,Fantasy",6.3,26441,Comedy,Drama,Fantasy,Nicole Kassell,"director,producer,writer",39,A Little Bit Of Heaven,12500000.0,10011.0,1100287.0,-11399713,8.802296,2011-02-03
548,Submarine,97.0,"Comedy,Drama,Romance",7.3,79810,Comedy,Drama,Romance,Richard Ayoade,"actor,writer,director",9,Submarine,1900000.0,467602.0,4581937.0,2681937,241.1545789473684,2011-06-03
549,The American,105.0,"Crime,Drama,Thriller",6.3,86863,Crime,Drama,Thriller,Anton Corbijn,"director,actor,art_director",51,The American,20000000.0,35606376.0,67950723.0,47950723,339.753615,2010-09-01
550,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",6.9,45873,Drama,Mystery,Thriller,Sean Durkin,"producer,director,actor",42,Martha Marcy May Marlene,1000000.0,2981038.0,5438911.0,4438911,543.8911,2011-10-21
551,Under The Skin,108.0,"Drama,Horror,Sci-Fi",6.3,113196,Drama,Horror,Sci-Fi,Jonathan Glazer,"director,writer,actor",42,Under The Skin,13300000.0,2614251.0,7229933.0,-6070067,54.360398496240606,2014-04-04
552,Quartet,94.0,"Comedy,Drama",6.8,17979,Comedy,Drama,,Dustin Hoffman,"actor,producer,soundtrack",90,Quartet,11000000.0,18388357.0,56178935.0,45178935,510.7175909090909,2013-01-10
553,Testament Of Youth,129.0,"Biography,Drama,History",7.3,23632,Biography,Drama,History,James Kent,"director,producer,writer",82,Testament Of Youth,10000000.0,1822250.0,6646669.0,-3353331,66.46669,2015-06-04
554,The Gift,105.0,Documentary,7.6,46,Documentary,,,Mason Canter,"actor,director,writer",28,The Gift,10000000.0,12008642.0,44567606.0,34567606,445.67606,2015-08-07
559,Rise Of The Guardians,97.0,"Action,Adventure,Animation",7.3,145281,Action,Adventure,Animation,Peter Ramsey,"art_department,actor,assistant_director",2,Rise Of The Guardians,145000000.0,103412758.0,306900902.0,161900902,211.6557944827586,2012-11-21
560,Prometheus,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720,Adventure,Mystery,Sci-Fi,Ridley Scott,"producer,director,production_designer",75,Prometheus,125000000.0,126477084.0,402448265.0,277448265,321.958612,2012-06-08
561,My Girlfriend'S Boyfriend,84.0,"Comedy,Romance",5.8,5461,Comedy,Romance,,Daryn Tufts,"writer,actor,producer",26,My Girlfriend'S Boyfriend,1400000.0,0.0,0.0,-1400000,0.0,2010-04-22
562,Killer Elite,116.0,"Action,Crime,Thriller",6.5,117711,Action,Crime,Thriller,Gary Mckendry,"director,writer",38,Killer Elite,70000000.0,25124986.0,65409046.0,-4590954,93.44149428571428,2011-09-23
563,Winnie The Pooh,63.0,"Adventure,Animation,Comedy",7.2,19605,Adventure,Animation,Comedy,Stephen J. Anderson,"director,animation_department,actor",39,Winnie The Pooh,30000000.0,26692846.0,50145607.0,20145607,167.15202333333335,2011-07-14
564,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887,Adventure,Animation,Comedy,Dan Scanlon,"writer,art_department,director",53,Monsters University,200000000.0,268488329.0,743588329.0,543588329,371.79416449999997,2013-06-21
565,The Help,146.0,Drama,8.1,392699,Drama,,,Tate Taylor,"actor,producer,director",63,The Help,25000000.0,169705587.0,213120004.0,188120004,852.480016,2011-08-10
566,Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,Drama,Sci-Fi,Thriller,Alfonso Cuarón,"writer,producer,director",16,Gravity,110000000.0,274092705.0,693698673.0,583698673,630.6351572727273,2013-10-04
567,The Wall,78.0,Documentary,9.2,8,Documentary,,,Ricardo Martinez,"editorial_department,visual_effects,editor",29,The Wall,3000000.0,1803064.0,4495262.0,1495262,149.84206666666665,2013-06-07
573,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233,Horror,Mystery,Thriller,James Wan,"producer,writer,director",93,The Conjuring,20000000.0,137400141.0,318000141.0,298000141,1590.000705,2013-07-19
574,Kidnap,95.0,"Crime,Drama,Thriller",5.9,28898,Crime,Drama,Thriller,Luis Prieto,"director,writer,editor",69,Kidnap,21000000.0,30718107.0,34836080.0,13836080,165.88609523809524,2017-08-04
